path,name,set_id,composer_path,composer_name,composer_gender,desc,sets,scores,scores_paths,track_names,contains_piano_track?,piano_scores_paths,paths_type0_piano,piano_merged_type0_chunks_paths
"Schumann,_Robert/Dichterliebe,_Op.48/15_Aus_alten_Märchen_winkt_es",Aus alten Märchen winkt es,5003152,"Schumann,_Robert",Robert Schumann,Male,German composer,6,72,"../Lieder/scores/Schumann,_Robert/Dichterliebe,_Op.48/15_Aus_alten_Märchen_winkt_es/lc4978398.mid","['voice', 'piano', 'piano']",True,"['../../author-profiling-in-symbolic-music/train data/merged piano scores/Schumann,_Robert/Dichterliebe,_Op.48/15_Aus_alten_Märchen_winkt_es/lc4978398.mid_merged_piano.mid']","../../author-profiling-in-symbolic-music/train data/merged piano scores/Schumann,_Robert/Dichterliebe,_Op.48/15_Aus_alten_Märchen_winkt_es/lc4978398.mid_merged_piano_type0.mid","../../train data/merged piano scores chunks/Schumann,_Robert/Dichterliebe,_Op.48/15_Aus_alten_Märchen_winkt_es/lc4978398.mid_merged_piano_type0.midchunk1.midi"
"Schumann,_Robert/Dichterliebe,_Op.48/16_Die_alten,_bösen_Lieder","Die alten, bösen Lieder",5003152,"Schumann,_Robert",Robert Schumann,Male,German composer,6,72,"../Lieder/scores/Schumann,_Robert/Dichterliebe,_Op.48/16_Die_alten,_bösen_Lieder/lc4978400.mid","['voice', 'piano', 'piano']",True,"['../../author-profiling-in-symbolic-music/train data/merged piano scores/Schumann,_Robert/Dichterliebe,_Op.48/16_Die_alten,_bösen_Lieder/lc4978400.mid_merged_piano.mid']","../../author-profiling-in-symbolic-music/train data/merged piano scores/Schumann,_Robert/Dichterliebe,_Op.48/16_Die_alten,_bösen_Lieder/lc4978400.mid_merged_piano_type0.mid","../../train data/merged piano scores chunks/Schumann,_Robert/Dichterliebe,_Op.48/16_Die_alten,_bösen_Lieder/lc4978400.mid_merged_piano_type0.midchunk0.midi"
"Schumann,_Robert/Dichterliebe,_Op.48/16_Die_alten,_bösen_Lieder","Die alten, bösen Lieder",5003152,"Schumann,_Robert",Robert Schumann,Male,German composer,6,72,"../Lieder/scores/Schumann,_Robert/Dichterliebe,_Op.48/16_Die_alten,_bösen_Lieder/lc4978400.mid","['voice', 'piano', 'piano']",True,"['../../author-profiling-in-symbolic-music/train data/merged piano scores/Schumann,_Robert/Dichterliebe,_Op.48/16_Die_alten,_bösen_Lieder/lc4978400.mid_merged_piano.mid']","../../author-profiling-in-symbolic-music/train data/merged piano scores/Schumann,_Robert/Dichterliebe,_Op.48/16_Die_alten,_bösen_Lieder/lc4978400.mid_merged_piano_type0.mid","../../train data/merged piano scores chunks/Schumann,_Robert/Dichterliebe,_Op.48/16_Die_alten,_bösen_Lieder/lc4978400.mid_merged_piano_type0.midchunk1.midi"
"Schumann,_Robert/Frauenliebe_und_Leben,_Op.42/1_Seit_ich_ihn_gesehen",Seit ich ihn gesehen,5016693,"Schumann,_Robert",Robert Schumann,Male,German composer,6,72,"../Lieder/scores/Schumann,_Robert/Frauenliebe_und_Leben,_Op.42/1_Seit_ich_ihn_gesehen/lc4978468.mid","['voice', 'piano', 'piano']",True,"['../../author-profiling-in-symbolic-music/train data/merged piano scores/Schumann,_Robert/Frauenliebe_und_Leben,_Op.42/1_Seit_ich_ihn_gesehen/lc4978468.mid_merged_piano.mid']","../../author-profiling-in-symbolic-music/train data/merged piano scores/Schumann,_Robert/Frauenliebe_und_Leben,_Op.42/1_Seit_ich_ihn_gesehen/lc4978468.mid_merged_piano_type0.mid","../../train data/merged piano scores chunks/Schumann,_Robert/Frauenliebe_und_Leben,_Op.42/1_Seit_ich_ihn_gesehen/lc4978468.mid_merged_piano_type0.midchunk0.midi"
"Schumann,_Robert/Frauenliebe_und_Leben,_Op.42/1_Seit_ich_ihn_gesehen",Seit ich ihn gesehen,5016693,"Schumann,_Robert",Robert Schumann,Male,German composer,6,72,"../Lieder/scores/Schumann,_Robert/Frauenliebe_und_Leben,_Op.42/1_Seit_ich_ihn_gesehen/lc4978468.mid","['voice', 'piano', 'piano']",True,"['../../author-profiling-in-symbolic-music/train data/merged piano scores/Schumann,_Robert/Frauenliebe_und_Leben,_Op.42/1_Seit_ich_ihn_gesehen/lc4978468.mid_merged_piano.mid']","../../author-profiling-in-symbolic-music/train data/merged piano scores/Schumann,_Robert/Frauenliebe_und_Leben,_Op.42/1_Seit_ich_ihn_gesehen/lc4978468.mid_merged_piano_type0.mid","../../train data/merged piano scores chunks/Schumann,_Robert/Frauenliebe_und_Leben,_Op.42/1_Seit_ich_ihn_gesehen/lc4978468.mid_merged_piano_type0.midchunk1.midi"
"Schumann,_Robert/Frauenliebe_und_Leben,_Op.42/2_Er,_der_Herrlichste_von_allen","Er, der Herrlichste von allen",5016693,"Schumann,_Robert",Robert Schumann,Male,German composer,6,72,"../Lieder/scores/Schumann,_Robert/Frauenliebe_und_Leben,_Op.42/2_Er,_der_Herrlichste_von_allen/lc4978478.mid","['voice', 'piano', 'piano']",True,"['../../author-profiling-in-symbolic-music/train data/merged piano scores/Schumann,_Robert/Frauenliebe_und_Leben,_Op.42/2_Er,_der_Herrlichste_von_allen/lc4978478.mid_merged_piano.mid']","../../author-profiling-in-symbolic-music/train data/merged piano scores/Schumann,_Robert/Frauenliebe_und_Leben,_Op.42/2_Er,_der_Herrlichste_von_allen/lc4978478.mid_merged_piano_type0.mid","../../train data/merged piano scores chunks/Schumann,_Robert/Frauenliebe_und_Leben,_Op.42/2_Er,_der_Herrlichste_von_allen/lc4978478.mid_merged_piano_type0.midchunk0.midi"
"Schumann,_Robert/Frauenliebe_und_Leben,_Op.42/2_Er,_der_Herrlichste_von_allen","Er, der Herrlichste von allen",5016693,"Schumann,_Robert",Robert Schumann,Male,German composer,6,72,"../Lieder/scores/Schumann,_Robert/Frauenliebe_und_Leben,_Op.42/2_Er,_der_Herrlichste_von_allen/lc4978478.mid","['voice', 'piano', 'piano']",True,"['../../author-profiling-in-symbolic-music/train data/merged piano scores/Schumann,_Robert/Frauenliebe_und_Leben,_Op.42/2_Er,_der_Herrlichste_von_allen/lc4978478.mid_merged_piano.mid']","../../author-profiling-in-symbolic-music/train data/merged piano scores/Schumann,_Robert/Frauenliebe_und_Leben,_Op.42/2_Er,_der_Herrlichste_von_allen/lc4978478.mid_merged_piano_type0.mid","../../train data/merged piano scores chunks/Schumann,_Robert/Frauenliebe_und_Leben,_Op.42/2_Er,_der_Herrlichste_von_allen/lc4978478.mid_merged_piano_type0.midchunk1.midi"
"Schumann,_Robert/Frauenliebe_und_Leben,_Op.42/3_Ich_kann’s_nicht_fassen",Ich kann’s nicht fassen,5016693,"Schumann,_Robert",Robert Schumann,Male,German composer,6,72,"../Lieder/scores/Schumann,_Robert/Frauenliebe_und_Leben,_Op.42/3_Ich_kann’s_nicht_fassen/lc4978485.mid","['voice', 'piano', 'piano']",True,"['../../author-profiling-in-symbolic-music/train data/merged piano scores/Schumann,_Robert/Frauenliebe_und_Leben,_Op.42/3_Ich_kann’s_nicht_fassen/lc4978485.mid_merged_piano.mid']","../../author-profiling-in-symbolic-music/train data/merged piano scores/Schumann,_Robert/Frauenliebe_und_Leben,_Op.42/3_Ich_kann’s_nicht_fassen/lc4978485.mid_merged_piano_type0.mid","../../train data/merged piano scores chunks/Schumann,_Robert/Frauenliebe_und_Leben,_Op.42/3_Ich_kann’s_nicht_fassen/lc4978485.mid_merged_piano_type0.midchunk0.midi"
"Schumann,_Robert/Frauenliebe_und_Leben,_Op.42/3_Ich_kann’s_nicht_fassen",Ich kann’s nicht fassen,5016693,"Schumann,_Robert",Robert Schumann,Male,German composer,6,72,"../Lieder/scores/Schumann,_Robert/Frauenliebe_und_Leben,_Op.42/3_Ich_kann’s_nicht_fassen/lc4978485.mid","['voice', 'piano', 'piano']",True,"['../../author-profiling-in-symbolic-music/train data/merged piano scores/Schumann,_Robert/Frauenliebe_und_Leben,_Op.42/3_Ich_kann’s_nicht_fassen/lc4978485.mid_merged_piano.mid']","../../author-profiling-in-symbolic-music/train data/merged piano scores/Schumann,_Robert/Frauenliebe_und_Leben,_Op.42/3_Ich_kann’s_nicht_fassen/lc4978485.mid_merged_piano_type0.mid","../../train data/merged piano scores chunks/Schumann,_Robert/Frauenliebe_und_Leben,_Op.42/3_Ich_kann’s_nicht_fassen/lc4978485.mid_merged_piano_type0.midchunk1.midi"
"Schumann,_Robert/Frauenliebe_und_Leben,_Op.42/4_Du_Ring_an_meinem_Finger",Du Ring an meinem Finger,5016693,"Schumann,_Robert",Robert Schumann,Male,German composer,6,72,"../Lieder/scores/Schumann,_Robert/Frauenliebe_und_Leben,_Op.42/4_Du_Ring_an_meinem_Finger/lc4978488.mid","['voice', 'piano', 'piano']",True,"['../../author-profiling-in-symbolic-music/train data/merged piano scores/Schumann,_Robert/Frauenliebe_und_Leben,_Op.42/4_Du_Ring_an_meinem_Finger/lc4978488.mid_merged_piano.mid']","../../author-profiling-in-symbolic-music/train data/merged piano scores/Schumann,_Robert/Frauenliebe_und_Leben,_Op.42/4_Du_Ring_an_meinem_Finger/lc4978488.mid_merged_piano_type0.mid","../../train data/merged piano scores chunks/Schumann,_Robert/Frauenliebe_und_Leben,_Op.42/4_Du_Ring_an_meinem_Finger/lc4978488.mid_merged_piano_type0.midchunk0.midi"
"Schumann,_Robert/Frauenliebe_und_Leben,_Op.42/4_Du_Ring_an_meinem_Finger",Du Ring an meinem Finger,5016693,"Schumann,_Robert",Robert Schumann,Male,German composer,6,72,"../Lieder/scores/Schumann,_Robert/Frauenliebe_und_Leben,_Op.42/4_Du_Ring_an_meinem_Finger/lc4978488.mid","['voice', 'piano', 'piano']",True,"['../../author-profiling-in-symbolic-music/train data/merged piano scores/Schumann,_Robert/Frauenliebe_und_Leben,_Op.42/4_Du_Ring_an_meinem_Finger/lc4978488.mid_merged_piano.mid']","../../author-profiling-in-symbolic-music/train data/merged piano scores/Schumann,_Robert/Frauenliebe_und_Leben,_Op.42/4_Du_Ring_an_meinem_Finger/lc4978488.mid_merged_piano_type0.mid","../../train data/merged piano scores chunks/Schumann,_Robert/Frauenliebe_und_Leben,_Op.42/4_Du_Ring_an_meinem_Finger/lc4978488.mid_merged_piano_type0.midchunk1.midi"
"Schumann,_Robert/Frauenliebe_und_Leben,_Op.42/5_Helft_mir,_ihr_Schwestern","Helft mir, ihr Schwestern",5016693,"Schumann,_Robert",Robert Schumann,Male,German composer,6,72,"../Lieder/scores/Schumann,_Robert/Frauenliebe_und_Leben,_Op.42/5_Helft_mir,_ihr_Schwestern/lc4978491.mid","['voice', 'piano', 'piano']",True,"['../../author-profiling-in-symbolic-music/train data/merged piano scores/Schumann,_Robert/Frauenliebe_und_Leben,_Op.42/5_Helft_mir,_ihr_Schwestern/lc4978491.mid_merged_piano.mid']","../../author-profiling-in-symbolic-music/train data/merged piano scores/Schumann,_Robert/Frauenliebe_und_Leben,_Op.42/5_Helft_mir,_ihr_Schwestern/lc4978491.mid_merged_piano_type0.mid","../../train data/merged piano scores chunks/Schumann,_Robert/Frauenliebe_und_Leben,_Op.42/5_Helft_mir,_ihr_Schwestern/lc4978491.mid_merged_piano_type0.midchunk0.midi"
"Schumann,_Robert/Frauenliebe_und_Leben,_Op.42/5_Helft_mir,_ihr_Schwestern","Helft mir, ihr Schwestern",5016693,"Schumann,_Robert",Robert Schumann,Male,German composer,6,72,"../Lieder/scores/Schumann,_Robert/Frauenliebe_und_Leben,_Op.42/5_Helft_mir,_ihr_Schwestern/lc4978491.mid","['voice', 'piano', 'piano']",True,"['../../author-profiling-in-symbolic-music/train data/merged piano scores/Schumann,_Robert/Frauenliebe_und_Leben,_Op.42/5_Helft_mir,_ihr_Schwestern/lc4978491.mid_merged_piano.mid']","../../author-profiling-in-symbolic-music/train data/merged piano scores/Schumann,_Robert/Frauenliebe_und_Leben,_Op.42/5_Helft_mir,_ihr_Schwestern/lc4978491.mid_merged_piano_type0.mid","../../train data/merged piano scores chunks/Schumann,_Robert/Frauenliebe_und_Leben,_Op.42/5_Helft_mir,_ihr_Schwestern/lc4978491.mid_merged_piano_type0.midchunk1.midi"
"Schumann,_Robert/Frauenliebe_und_Leben,_Op.42/6_Süsser_Freund,_du_blickest","Süsser Freund, du blickest",5016693,"Schumann,_Robert",Robert Schumann,Male,German composer,6,72,"../Lieder/scores/Schumann,_Robert/Frauenliebe_und_Leben,_Op.42/6_Süsser_Freund,_du_blickest/lc4978494.mid","['voice', 'piano', 'piano']",True,"['../../author-profiling-in-symbolic-music/train data/merged piano scores/Schumann,_Robert/Frauenliebe_und_Leben,_Op.42/6_Süsser_Freund,_du_blickest/lc4978494.mid_merged_piano.mid']","../../author-profiling-in-symbolic-music/train data/merged piano scores/Schumann,_Robert/Frauenliebe_und_Leben,_Op.42/6_Süsser_Freund,_du_blickest/lc4978494.mid_merged_piano_type0.mid","../../train data/merged piano scores chunks/Schumann,_Robert/Frauenliebe_und_Leben,_Op.42/6_Süsser_Freund,_du_blickest/lc4978494.mid_merged_piano_type0.midchunk0.midi"
"Schumann,_Robert/Frauenliebe_und_Leben,_Op.42/6_Süsser_Freund,_du_blickest","Süsser Freund, du blickest",5016693,"Schumann,_Robert",Robert Schumann,Male,German composer,6,72,"../Lieder/scores/Schumann,_Robert/Frauenliebe_und_Leben,_Op.42/6_Süsser_Freund,_du_blickest/lc4978494.mid","['voice', 'piano', 'piano']",True,"['../../author-profiling-in-symbolic-music/train data/merged piano scores/Schumann,_Robert/Frauenliebe_und_Leben,_Op.42/6_Süsser_Freund,_du_blickest/lc4978494.mid_merged_piano.mid']","../../author-profiling-in-symbolic-music/train data/merged piano scores/Schumann,_Robert/Frauenliebe_und_Leben,_Op.42/6_Süsser_Freund,_du_blickest/lc4978494.mid_merged_piano_type0.mid","../../train data/merged piano scores chunks/Schumann,_Robert/Frauenliebe_und_Leben,_Op.42/6_Süsser_Freund,_du_blickest/lc4978494.mid_merged_piano_type0.midchunk1.midi"
"Schumann,_Robert/Frauenliebe_und_Leben,_Op.42/7_An_meinem_Herzen",An meinem Herzen,5016693,"Schumann,_Robert",Robert Schumann,Male,German composer,6,72,"../Lieder/scores/Schumann,_Robert/Frauenliebe_und_Leben,_Op.42/7_An_meinem_Herzen/lc4978496.mid","['voice', 'piano', 'piano']",True,"['../../author-profiling-in-symbolic-music/train data/merged piano scores/Schumann,_Robert/Frauenliebe_und_Leben,_Op.42/7_An_meinem_Herzen/lc4978496.mid_merged_piano.mid']","../../author-profiling-in-symbolic-music/train data/merged piano scores/Schumann,_Robert/Frauenliebe_und_Leben,_Op.42/7_An_meinem_Herzen/lc4978496.mid_merged_piano_type0.mid","../../train data/merged piano scores chunks/Schumann,_Robert/Frauenliebe_und_Leben,_Op.42/7_An_meinem_Herzen/lc4978496.mid_merged_piano_type0.midchunk0.midi"
"Schumann,_Robert/Frauenliebe_und_Leben,_Op.42/7_An_meinem_Herzen",An meinem Herzen,5016693,"Schumann,_Robert",Robert Schumann,Male,German composer,6,72,"../Lieder/scores/Schumann,_Robert/Frauenliebe_und_Leben,_Op.42/7_An_meinem_Herzen/lc4978496.mid","['voice', 'piano', 'piano']",True,"['../../author-profiling-in-symbolic-music/train data/merged piano scores/Schumann,_Robert/Frauenliebe_und_Leben,_Op.42/7_An_meinem_Herzen/lc4978496.mid_merged_piano.mid']","../../author-profiling-in-symbolic-music/train data/merged piano scores/Schumann,_Robert/Frauenliebe_und_Leben,_Op.42/7_An_meinem_Herzen/lc4978496.mid_merged_piano_type0.mid","../../train data/merged piano scores chunks/Schumann,_Robert/Frauenliebe_und_Leben,_Op.42/7_An_meinem_Herzen/lc4978496.mid_merged_piano_type0.midchunk1.midi"
"Schumann,_Robert/Frauenliebe_und_Leben,_Op.42/8_Nun_hast_du_mir_den_ersten_Schmerz_getan",Nun hast du mir den ersten Schmerz getan,5016693,"Schumann,_Robert",Robert Schumann,Male,German composer,6,72,"../Lieder/scores/Schumann,_Robert/Frauenliebe_und_Leben,_Op.42/8_Nun_hast_du_mir_den_ersten_Schmerz_getan/lc4978501.mid","['voice', 'piano', 'piano']",True,"['../../author-profiling-in-symbolic-music/train data/merged piano scores/Schumann,_Robert/Frauenliebe_und_Leben,_Op.42/8_Nun_hast_du_mir_den_ersten_Schmerz_getan/lc4978501.mid_merged_piano.mid']","../../author-profiling-in-symbolic-music/train data/merged piano scores/Schumann,_Robert/Frauenliebe_und_Leben,_Op.42/8_Nun_hast_du_mir_den_ersten_Schmerz_getan/lc4978501.mid_merged_piano_type0.mid","../../train data/merged piano scores chunks/Schumann,_Robert/Frauenliebe_und_Leben,_Op.42/8_Nun_hast_du_mir_den_ersten_Schmerz_getan/lc4978501.mid_merged_piano_type0.midchunk0.midi"
"Schumann,_Robert/Frauenliebe_und_Leben,_Op.42/8_Nun_hast_du_mir_den_ersten_Schmerz_getan",Nun hast du mir den ersten Schmerz getan,5016693,"Schumann,_Robert",Robert Schumann,Male,German composer,6,72,"../Lieder/scores/Schumann,_Robert/Frauenliebe_und_Leben,_Op.42/8_Nun_hast_du_mir_den_ersten_Schmerz_getan/lc4978501.mid","['voice', 'piano', 'piano']",True,"['../../author-profiling-in-symbolic-music/train data/merged piano scores/Schumann,_Robert/Frauenliebe_und_Leben,_Op.42/8_Nun_hast_du_mir_den_ersten_Schmerz_getan/lc4978501.mid_merged_piano.mid']","../../author-profiling-in-symbolic-music/train data/merged piano scores/Schumann,_Robert/Frauenliebe_und_Leben,_Op.42/8_Nun_hast_du_mir_den_ersten_Schmerz_getan/lc4978501.mid_merged_piano_type0.mid","../../train data/merged piano scores chunks/Schumann,_Robert/Frauenliebe_und_Leben,_Op.42/8_Nun_hast_du_mir_den_ersten_Schmerz_getan/lc4978501.mid_merged_piano_type0.midchunk1.midi"
"Schumann,_Robert/Lieder_und_Gesänge,_Vol.IV,_Op.96/1_Nachtlied",Nachtlied,5109332,"Schumann,_Robert",Robert Schumann,Male,German composer,6,72,"../Lieder/scores/Schumann,_Robert/Lieder_und_Gesänge,_Vol.IV,_Op.96/1_Nachtlied/lc6984262.mid","['voice', 'piano', 'piano']",True,"['../../author-profiling-in-symbolic-music/train data/merged piano scores/Schumann,_Robert/Lieder_und_Gesänge,_Vol.IV,_Op.96/1_Nachtlied/lc6984262.mid_merged_piano.mid']","../../author-profiling-in-symbolic-music/train data/merged piano scores/Schumann,_Robert/Lieder_und_Gesänge,_Vol.IV,_Op.96/1_Nachtlied/lc6984262.mid_merged_piano_type0.mid","../../train data/merged piano scores chunks/Schumann,_Robert/Lieder_und_Gesänge,_Vol.IV,_Op.96/1_Nachtlied/lc6984262.mid_merged_piano_type0.midchunk0.midi"
"Schumann,_Robert/Lieder_und_Gesänge,_Vol.IV,_Op.96/1_Nachtlied",Nachtlied,5109332,"Schumann,_Robert",Robert Schumann,Male,German composer,6,72,"../Lieder/scores/Schumann,_Robert/Lieder_und_Gesänge,_Vol.IV,_Op.96/1_Nachtlied/lc6984262.mid","['voice', 'piano', 'piano']",True,"['../../author-profiling-in-symbolic-music/train data/merged piano scores/Schumann,_Robert/Lieder_und_Gesänge,_Vol.IV,_Op.96/1_Nachtlied/lc6984262.mid_merged_piano.mid']","../../author-profiling-in-symbolic-music/train data/merged piano scores/Schumann,_Robert/Lieder_und_Gesänge,_Vol.IV,_Op.96/1_Nachtlied/lc6984262.mid_merged_piano_type0.mid","../../train data/merged piano scores chunks/Schumann,_Robert/Lieder_und_Gesänge,_Vol.IV,_Op.96/1_Nachtlied/lc6984262.mid_merged_piano_type0.midchunk1.midi"
"Schumann,_Robert/Lieder_und_Gesänge,_Vol.IV,_Op.96/2_Schneeglöckchen",Schneeglöckchen,5109332,"Schumann,_Robert",Robert Schumann,Male,German composer,6,72,"../Lieder/scores/Schumann,_Robert/Lieder_und_Gesänge,_Vol.IV,_Op.96/2_Schneeglöckchen/lc6984553.mid","['voice', 'piano', 'piano']",True,"['../../author-profiling-in-symbolic-music/train data/merged piano scores/Schumann,_Robert/Lieder_und_Gesänge,_Vol.IV,_Op.96/2_Schneeglöckchen/lc6984553.mid_merged_piano.mid']","../../author-profiling-in-symbolic-music/train data/merged piano scores/Schumann,_Robert/Lieder_und_Gesänge,_Vol.IV,_Op.96/2_Schneeglöckchen/lc6984553.mid_merged_piano_type0.mid","../../train data/merged piano scores chunks/Schumann,_Robert/Lieder_und_Gesänge,_Vol.IV,_Op.96/2_Schneeglöckchen/lc6984553.mid_merged_piano_type0.midchunk0.midi"
"Schumann,_Robert/Lieder_und_Gesänge,_Vol.IV,_Op.96/2_Schneeglöckchen",Schneeglöckchen,5109332,"Schumann,_Robert",Robert Schumann,Male,German composer,6,72,"../Lieder/scores/Schumann,_Robert/Lieder_und_Gesänge,_Vol.IV,_Op.96/2_Schneeglöckchen/lc6984553.mid","['voice', 'piano', 'piano']",True,"['../../author-profiling-in-symbolic-music/train data/merged piano scores/Schumann,_Robert/Lieder_und_Gesänge,_Vol.IV,_Op.96/2_Schneeglöckchen/lc6984553.mid_merged_piano.mid']","../../author-profiling-in-symbolic-music/train data/merged piano scores/Schumann,_Robert/Lieder_und_Gesänge,_Vol.IV,_Op.96/2_Schneeglöckchen/lc6984553.mid_merged_piano_type0.mid","../../train data/merged piano scores chunks/Schumann,_Robert/Lieder_und_Gesänge,_Vol.IV,_Op.96/2_Schneeglöckchen/lc6984553.mid_merged_piano_type0.midchunk1.midi"
"Schumann,_Robert/Lieder_und_Gesänge,_Vol.IV,_Op.96/3_Ihre_Stimme",Ihre Stimme,5109332,"Schumann,_Robert",Robert Schumann,Male,German composer,6,72,"../Lieder/scores/Schumann,_Robert/Lieder_und_Gesänge,_Vol.IV,_Op.96/3_Ihre_Stimme/lc6834630.mid","['voice', 'piano', 'piano']",True,"['../../author-profiling-in-symbolic-music/train data/merged piano scores/Schumann,_Robert/Lieder_und_Gesänge,_Vol.IV,_Op.96/3_Ihre_Stimme/lc6834630.mid_merged_piano.mid']","../../author-profiling-in-symbolic-music/train data/merged piano scores/Schumann,_Robert/Lieder_und_Gesänge,_Vol.IV,_Op.96/3_Ihre_Stimme/lc6834630.mid_merged_piano_type0.mid","../../train data/merged piano scores chunks/Schumann,_Robert/Lieder_und_Gesänge,_Vol.IV,_Op.96/3_Ihre_Stimme/lc6834630.mid_merged_piano_type0.midchunk0.midi"
"Schumann,_Robert/Lieder_und_Gesänge,_Vol.IV,_Op.96/3_Ihre_Stimme",Ihre Stimme,5109332,"Schumann,_Robert",Robert Schumann,Male,German composer,6,72,"../Lieder/scores/Schumann,_Robert/Lieder_und_Gesänge,_Vol.IV,_Op.96/3_Ihre_Stimme/lc6834630.mid","['voice', 'piano', 'piano']",True,"['../../author-profiling-in-symbolic-music/train data/merged piano scores/Schumann,_Robert/Lieder_und_Gesänge,_Vol.IV,_Op.96/3_Ihre_Stimme/lc6834630.mid_merged_piano.mid']","../../author-profiling-in-symbolic-music/train data/merged piano scores/Schumann,_Robert/Lieder_und_Gesänge,_Vol.IV,_Op.96/3_Ihre_Stimme/lc6834630.mid_merged_piano_type0.mid","../../train data/merged piano scores chunks/Schumann,_Robert/Lieder_und_Gesänge,_Vol.IV,_Op.96/3_Ihre_Stimme/lc6834630.mid_merged_piano_type0.midchunk1.midi"
"Schumann,_Robert/Lieder_und_Gesänge,_Vol.IV,_Op.96/4_Gesungen",Gesungen,5109332,"Schumann,_Robert",Robert Schumann,Male,German composer,6,72,"../Lieder/scores/Schumann,_Robert/Lieder_und_Gesänge,_Vol.IV,_Op.96/4_Gesungen/lc6984631.mid","['voice', 'piano', 'piano']",True,"['../../author-profiling-in-symbolic-music/train data/merged piano scores/Schumann,_Robert/Lieder_und_Gesänge,_Vol.IV,_Op.96/4_Gesungen/lc6984631.mid_merged_piano.mid']","../../author-profiling-in-symbolic-music/train data/merged piano scores/Schumann,_Robert/Lieder_und_Gesänge,_Vol.IV,_Op.96/4_Gesungen/lc6984631.mid_merged_piano_type0.mid","../../train data/merged piano scores chunks/Schumann,_Robert/Lieder_und_Gesänge,_Vol.IV,_Op.96/4_Gesungen/lc6984631.mid_merged_piano_type0.midchunk0.midi"
"Schumann,_Robert/Lieder_und_Gesänge,_Vol.IV,_Op.96/4_Gesungen",Gesungen,5109332,"Schumann,_Robert",Robert Schumann,Male,German composer,6,72,"../Lieder/scores/Schumann,_Robert/Lieder_und_Gesänge,_Vol.IV,_Op.96/4_Gesungen/lc6984631.mid","['voice', 'piano', 'piano']",True,"['../../author-profiling-in-symbolic-music/train data/merged piano scores/Schumann,_Robert/Lieder_und_Gesänge,_Vol.IV,_Op.96/4_Gesungen/lc6984631.mid_merged_piano.mid']","../../author-profiling-in-symbolic-music/train data/merged piano scores/Schumann,_Robert/Lieder_und_Gesänge,_Vol.IV,_Op.96/4_Gesungen/lc6984631.mid_merged_piano_type0.mid","../../train data/merged piano scores chunks/Schumann,_Robert/Lieder_und_Gesänge,_Vol.IV,_Op.96/4_Gesungen/lc6984631.mid_merged_piano_type0.midchunk1.midi"
"Schumann,_Robert/Lieder_und_Gesänge,_Vol.IV,_Op.96/5_Himmel_und_Erde",Himmel und Erde,5109332,"Schumann,_Robert",Robert Schumann,Male,German composer,6,72,"../Lieder/scores/Schumann,_Robert/Lieder_und_Gesänge,_Vol.IV,_Op.96/5_Himmel_und_Erde/lc6985082.mid","['voice', 'piano', 'piano']",True,"['../../author-profiling-in-symbolic-music/train data/merged piano scores/Schumann,_Robert/Lieder_und_Gesänge,_Vol.IV,_Op.96/5_Himmel_und_Erde/lc6985082.mid_merged_piano.mid']","../../author-profiling-in-symbolic-music/train data/merged piano scores/Schumann,_Robert/Lieder_und_Gesänge,_Vol.IV,_Op.96/5_Himmel_und_Erde/lc6985082.mid_merged_piano_type0.mid","../../train data/merged piano scores chunks/Schumann,_Robert/Lieder_und_Gesänge,_Vol.IV,_Op.96/5_Himmel_und_Erde/lc6985082.mid_merged_piano_type0.midchunk0.midi"
"Schumann,_Robert/Lieder_und_Gesänge,_Vol.IV,_Op.96/5_Himmel_und_Erde",Himmel und Erde,5109332,"Schumann,_Robert",Robert Schumann,Male,German composer,6,72,"../Lieder/scores/Schumann,_Robert/Lieder_und_Gesänge,_Vol.IV,_Op.96/5_Himmel_und_Erde/lc6985082.mid","['voice', 'piano', 'piano']",True,"['../../author-profiling-in-symbolic-music/train data/merged piano scores/Schumann,_Robert/Lieder_und_Gesänge,_Vol.IV,_Op.96/5_Himmel_und_Erde/lc6985082.mid_merged_piano.mid']","../../author-profiling-in-symbolic-music/train data/merged piano scores/Schumann,_Robert/Lieder_und_Gesänge,_Vol.IV,_Op.96/5_Himmel_und_Erde/lc6985082.mid_merged_piano_type0.mid","../../train data/merged piano scores chunks/Schumann,_Robert/Lieder_und_Gesänge,_Vol.IV,_Op.96/5_Himmel_und_Erde/lc6985082.mid_merged_piano_type0.midchunk1.midi"
"Schumann,_Robert/Liederkreis,_Op.39/01_In_der_Fremde_[I]",In der Fremde [I],5003125,"Schumann,_Robert",Robert Schumann,Male,German composer,6,72,"../Lieder/scores/Schumann,_Robert/Liederkreis,_Op.39/01_In_der_Fremde_[I]/lc5080752.mid","['voice', 'piano', 'piano']",True,"['../../author-profiling-in-symbolic-music/train data/merged piano scores/Schumann,_Robert/Liederkreis,_Op.39/01_In_der_Fremde_[I]/lc5080752.mid_merged_piano.mid']","../../author-profiling-in-symbolic-music/train data/merged piano scores/Schumann,_Robert/Liederkreis,_Op.39/01_In_der_Fremde_[I]/lc5080752.mid_merged_piano_type0.mid","../../train data/merged piano scores chunks/Schumann,_Robert/Liederkreis,_Op.39/01_In_der_Fremde_[I]/lc5080752.mid_merged_piano_type0.midchunk0.midi"
