path,name,set_id,composer_path,composer_name,composer_gender,desc,sets,scores,scores_paths,track_names,contains_piano_track?,voice_paths,voice_type0_paths
"Schumann,_Robert/Dichterliebe,_Op.48/16_Die_alten,_bösen_Lieder","Die alten, bösen Lieder",5003152,"Schumann,_Robert",Robert Schumann,Male,German composer,6,72,"../Lieder/scores/Schumann,_Robert/Dichterliebe,_Op.48/16_Die_alten,_bösen_Lieder/lc4978400.mid","['voice', 'piano', 'piano']",True,"['../../author-profiling/train data/voice scores/Schumann,_Robert/Dichterliebe,_Op.48/16_Die_alten,_bösen_Lieder/lc4978400.mid_voice.mid']","../../author-profiling/train data/voice scores/Schumann,_Robert/Dichterliebe,_Op.48/16_Die_alten,_bösen_Lieder/lc4978400.mid_voice_type0.mid"
"Mahler,_Gustav/Kindertotenlieder/3_Wenn_dein_Mütterlein",Wenn dein Mütterlein,5051725,"Mahler,_Gustav",Gustav Mahler,Male,Austrian late-Romantic composer,2,9,"../Lieder/scores/Mahler,_Gustav/Kindertotenlieder/3_Wenn_dein_Mütterlein/lc5052787.mid","['voice', 'piano', 'piano']",True,"['../../author-profiling/train data/voice scores/Mahler,_Gustav/Kindertotenlieder/3_Wenn_dein_Mütterlein/lc5052787.mid_voice.mid']","../../author-profiling/train data/voice scores/Mahler,_Gustav/Kindertotenlieder/3_Wenn_dein_Mütterlein/lc5052787.mid_voice_type0.mid"
"Beach,_Amy/4_Songs,_Op.51/3_Juni",Juni,5103538,"Beach,_Amy",Amy Beach,Female,American composer and pianist,3,10,"../Lieder/scores/Beach,_Amy/4_Songs,_Op.51/3_Juni/lc6245973.mid","['voice', 'piano', 'piano']",True,"['../../author-profiling/train data/voice scores/Beach,_Amy/4_Songs,_Op.51/3_Juni/lc6245973.mid_voice.mid']","../../author-profiling/train data/voice scores/Beach,_Amy/4_Songs,_Op.51/3_Juni/lc6245973.mid_voice_type0.mid"
"Schumann,_Robert/Dichterliebe,_Op.48/07_Ich_grolle_nicht",Ich grolle nicht,5003152,"Schumann,_Robert",Robert Schumann,Male,German composer,6,72,"../Lieder/scores/Schumann,_Robert/Dichterliebe,_Op.48/07_Ich_grolle_nicht/lc4978382.mid","['voice', 'piano', 'piano']",True,"['../../author-profiling/train data/voice scores/Schumann,_Robert/Dichterliebe,_Op.48/07_Ich_grolle_nicht/lc4978382.mid_voice.mid']","../../author-profiling/train data/voice scores/Schumann,_Robert/Dichterliebe,_Op.48/07_Ich_grolle_nicht/lc4978382.mid_voice_type0.mid"
"Hardelot,_Guy_d’/_/Bouquet_de_violettes",Bouquet de violettes,5107151,"Hardelot,_Guy_d’",Guy d'Hardelot,Female,French-English composer,1,9,"../Lieder/scores/Hardelot,_Guy_d’/_/Bouquet_de_violettes/lc6627964.mid","['voice', 'piano', 'piano']",True,"['../../author-profiling/train data/voice scores/Hardelot,_Guy_d’/_/Bouquet_de_violettes/lc6627964.mid_voice.mid']","../../author-profiling/train data/voice scores/Hardelot,_Guy_d’/_/Bouquet_de_violettes/lc6627964.mid_voice_type0.mid"
"Wagner,_Richard/5_Gedichte_für_eine_Frauenstimme_(Wesendonck-Lieder),_WWV_91/4_Schmerzen",Schmerzen,5026081,"Wagner,_Richard",Richard Wagner,Male,German opera composer,1,5,"../Lieder/scores/Wagner,_Richard/5_Gedichte_für_eine_Frauenstimme_(Wesendonck-Lieder),_WWV_91/4_Schmerzen/lc5026087.mid","['voice', 'piano', 'piano']",True,"['../../author-profiling/train data/voice scores/Wagner,_Richard/5_Gedichte_für_eine_Frauenstimme_(Wesendonck-Lieder),_WWV_91/4_Schmerzen/lc5026087.mid_voice.mid']","../../author-profiling/train data/voice scores/Wagner,_Richard/5_Gedichte_für_eine_Frauenstimme_(Wesendonck-Lieder),_WWV_91/4_Schmerzen/lc5026087.mid_voice_type0.mid"
"Reichardt,_Louise/12_Gesänge/12_Aus_Novalis_Hymnen_an_die_Nacht",Aus Novalis Hymnen an die Nacht,5001873,"Reichardt,_Louise",Louise Reichardt,Female,German composer,4,43,"../Lieder/scores/Reichardt,_Louise/12_Gesänge/12_Aus_Novalis_Hymnen_an_die_Nacht/lc5001945.mid","['voice', 'piano', 'piano']",True,"['../../author-profiling/train data/voice scores/Reichardt,_Louise/12_Gesänge/12_Aus_Novalis_Hymnen_an_die_Nacht/lc5001945.mid_voice.mid']","../../author-profiling/train data/voice scores/Reichardt,_Louise/12_Gesänge/12_Aus_Novalis_Hymnen_an_die_Nacht/lc5001945.mid_voice_type0.mid"
"Schubert,_Franz/Op.52/3_Bootgesang,_D.835","Bootgesang, D.835",5103429,"Schubert,_Franz",Franz Schubert,Male,Austrian composer,10,88,"../Lieder/scores/Schubert,_Franz/Op.52/3_Bootgesang,_D.835/lc6181050.mid","['voice', 'voice', 'voice', 'voice', 'piano', 'piano']",True,"['../../author-profiling/train data/voice scores/Schubert,_Franz/Op.52/3_Bootgesang,_D.835/lc6181050.mid_voice.mid']","../../author-profiling/train data/voice scores/Schubert,_Franz/Op.52/3_Bootgesang,_D.835/lc6181050.mid_voice_type0.mid"
"Chausson,_Ernest/Serres_chaudes,_Op.24/3_Lassitude",Lassitude,5057842,"Chausson,_Ernest",Ernest Chausson,Male,French composer,2,12,"../Lieder/scores/Chausson,_Ernest/Serres_chaudes,_Op.24/3_Lassitude/lc5057847.mid","['voice', 'piano', 'piano']",True,"['../../author-profiling/train data/voice scores/Chausson,_Ernest/Serres_chaudes,_Op.24/3_Lassitude/lc5057847.mid_voice.mid']","../../author-profiling/train data/voice scores/Chausson,_Ernest/Serres_chaudes,_Op.24/3_Lassitude/lc5057847.mid_voice_type0.mid"
"Chausson,_Ernest/Serres_chaudes,_Op.24/4_Fauves_las",Fauves las,5057842,"Chausson,_Ernest",Ernest Chausson,Male,French composer,2,12,"../Lieder/scores/Chausson,_Ernest/Serres_chaudes,_Op.24/4_Fauves_las/lc5057851.mid","['voice', 'piano', 'piano']",True,"['../../author-profiling/train data/voice scores/Chausson,_Ernest/Serres_chaudes,_Op.24/4_Fauves_las/lc5057851.mid_voice.mid']","../../author-profiling/train data/voice scores/Chausson,_Ernest/Serres_chaudes,_Op.24/4_Fauves_las/lc5057851.mid_voice_type0.mid"
"Le_Beau,_Luise_Adolpha/2_Duette,_Op.6/1_Frühlingsanfang",Frühlingsanfang,5101077,"Le_Beau,_Luise_Adolpha",Luise Adolpha Le Beau,Female,German composer,2,7,"../Lieder/scores/Le_Beau,_Luise_Adolpha/2_Duette,_Op.6/1_Frühlingsanfang/lc5883528.mid","['voice', 'voice', 'piano', 'piano']",True,"['../../author-profiling/train data/voice scores/Le_Beau,_Luise_Adolpha/2_Duette,_Op.6/1_Frühlingsanfang/lc5883528.mid_voice.mid']","../../author-profiling/train data/voice scores/Le_Beau,_Luise_Adolpha/2_Duette,_Op.6/1_Frühlingsanfang/lc5883528.mid_voice_type0.mid"
"Hensel,_Fanny_(Mendelssohn)/6_Lieder,_Op.7/1_Nachtwanderer",Nachtwanderer,5101840,"Hensel,_Fanny_(Mendelssohn)",Fanny Mendelssohn,Female,German pianist and composer,7,35,"../Lieder/scores/Hensel,_Fanny_(Mendelssohn)/6_Lieder,_Op.7/1_Nachtwanderer/lc5987757.mid","['voice', 'piano', 'piano']",True,"['../../author-profiling/train data/voice scores/Hensel,_Fanny_(Mendelssohn)/6_Lieder,_Op.7/1_Nachtwanderer/lc5987757.mid_voice.mid']","../../author-profiling/train data/voice scores/Hensel,_Fanny_(Mendelssohn)/6_Lieder,_Op.7/1_Nachtwanderer/lc5987757.mid_voice_type0.mid"
"Schubert,_Franz/Die_schöne_Müllerin,_D.795/11_Mein!",Mein!,5004732,"Schubert,_Franz",Franz Schubert,Male,Austrian composer,10,88,"../Lieder/scores/Schubert,_Franz/Die_schöne_Müllerin,_D.795/11_Mein!/lc4985938.mid","['voice', 'piano', 'piano']",True,"['../../author-profiling/train data/voice scores/Schubert,_Franz/Die_schöne_Müllerin,_D.795/11_Mein!/lc4985938.mid_voice.mid']","../../author-profiling/train data/voice scores/Schubert,_Franz/Die_schöne_Müllerin,_D.795/11_Mein!/lc4985938.mid_voice_type0.mid"
"Kinkel,_Johanna/6_Gedichte,_Op.8/4_Abendfeier",Abendfeier,5103034,"Kinkel,_Johanna",Johanna Kinkel,Female,"German composer and author, editor",8,45,"../Lieder/scores/Kinkel,_Johanna/6_Gedichte,_Op.8/4_Abendfeier/lc6137812.mid","['voice', 'piano', 'piano']",True,"['../../author-profiling/train data/voice scores/Kinkel,_Johanna/6_Gedichte,_Op.8/4_Abendfeier/lc6137812.mid_voice.mid']","../../author-profiling/train data/voice scores/Kinkel,_Johanna/6_Gedichte,_Op.8/4_Abendfeier/lc6137812.mid_voice_type0.mid"
"Mackenzie,_Alexander/Spring_Songs,_Op.44/5_April_Weather",April Weather,5105998,"Mackenzie,_Alexander",Alexander Mackenzie,Male,Scottish conductor and composer,3,8,"../Lieder/scores/Mackenzie,_Alexander/Spring_Songs,_Op.44/5_April_Weather/lc6508497.mid","['voice', 'piano', 'piano']",True,"['../../author-profiling/train data/voice scores/Mackenzie,_Alexander/Spring_Songs,_Op.44/5_April_Weather/lc6508497.mid_voice.mid']","../../author-profiling/train data/voice scores/Mackenzie,_Alexander/Spring_Songs,_Op.44/5_April_Weather/lc6508497.mid_voice_type0.mid"
"Schröter,_Corona/25_Lieder/07_Klage",Klage,5102093,"Schröter,_Corona",Corona Schröter,Female,German musician and singer,1,25,"../Lieder/scores/Schröter,_Corona/25_Lieder/07_Klage/lc6022417.mid","['voice', 'piano', 'piano']",True,"['../../author-profiling/train data/voice scores/Schröter,_Corona/25_Lieder/07_Klage/lc6022417.mid_voice.mid']","../../author-profiling/train data/voice scores/Schröter,_Corona/25_Lieder/07_Klage/lc6022417.mid_voice_type0.mid"
"Brahms,_Johannes/8_Lieder_und_Gesänge,_Op.57/2_Wenn_du_nur_zuweilen_lächelst",Wenn du nur zuweilen lächelst,5033060,"Brahms,_Johannes",Johannes Brahms,Male,German composer and pianist,18,110,"../Lieder/scores/Brahms,_Johannes/8_Lieder_und_Gesänge,_Op.57/2_Wenn_du_nur_zuweilen_lächelst/lc5107106.mid","['voice', 'piano', 'piano']",True,"['../../author-profiling/train data/voice scores/Brahms,_Johannes/8_Lieder_und_Gesänge,_Op.57/2_Wenn_du_nur_zuweilen_lächelst/lc5107106.mid_voice.mid']","../../author-profiling/train data/voice scores/Brahms,_Johannes/8_Lieder_und_Gesänge,_Op.57/2_Wenn_du_nur_zuweilen_lächelst/lc5107106.mid_voice_type0.mid"
"Davies,_Walford/8_New_Nursery_Rhymes,_Op.23/5_The_fly_and_the_humble_bee",The fly and the humble bee,5103573,"Davies,_Walford",Walford Davies,Male,British composer,1,8,"../Lieder/scores/Davies,_Walford/8_New_Nursery_Rhymes,_Op.23/5_The_fly_and_the_humble_bee/lc6218734.mid","['voice', 'other', 'voice', 'voice', 'piano', 'piano']",True,"['../../author-profiling/train data/voice scores/Davies,_Walford/8_New_Nursery_Rhymes,_Op.23/5_The_fly_and_the_humble_bee/lc6218734.mid_voice.mid']","../../author-profiling/train data/voice scores/Davies,_Walford/8_New_Nursery_Rhymes,_Op.23/5_The_fly_and_the_humble_bee/lc6218734.mid_voice_type0.mid"
"Hensel,_Fanny_(Mendelssohn)/6_Lieder,_Op.7/4_Du_bist_die_Ruh",Du bist die Ruh,5101840,"Hensel,_Fanny_(Mendelssohn)",Fanny Mendelssohn,Female,German pianist and composer,7,35,"../Lieder/scores/Hensel,_Fanny_(Mendelssohn)/6_Lieder,_Op.7/4_Du_bist_die_Ruh/lc5987937.mid","['voice', 'piano', 'piano']",True,"['../../author-profiling/train data/voice scores/Hensel,_Fanny_(Mendelssohn)/6_Lieder,_Op.7/4_Du_bist_die_Ruh/lc5987937.mid_voice.mid']","../../author-profiling/train data/voice scores/Hensel,_Fanny_(Mendelssohn)/6_Lieder,_Op.7/4_Du_bist_die_Ruh/lc5987937.mid_voice_type0.mid"
"Fauré,_Gabriel/Cinq_Mélodies,_Op.58/4_A_Clymène",A Clymène,5099424,"Fauré,_Gabriel",Gabriel Fauré,Male,"French composer, organist, pianist and teacher",3,12,"../Lieder/scores/Fauré,_Gabriel/Cinq_Mélodies,_Op.58/4_A_Clymène/lc5612951.mid","['voice', 'piano', 'piano']",True,"['../../author-profiling/train data/voice scores/Fauré,_Gabriel/Cinq_Mélodies,_Op.58/4_A_Clymène/lc5612951.mid_voice.mid']","../../author-profiling/train data/voice scores/Fauré,_Gabriel/Cinq_Mélodies,_Op.58/4_A_Clymène/lc5612951.mid_voice_type0.mid"
"Reichardt,_Louise/12_Gesänge/09_Der_Spinnerin_Nachtlied",Der Spinnerin Nachtlied,5001873,"Reichardt,_Louise",Louise Reichardt,Female,German composer,4,43,"../Lieder/scores/Reichardt,_Louise/12_Gesänge/09_Der_Spinnerin_Nachtlied/lc5001937.mid","['voice', 'piano', 'piano']",True,"['../../author-profiling/train data/voice scores/Reichardt,_Louise/12_Gesänge/09_Der_Spinnerin_Nachtlied/lc5001937.mid_voice.mid']","../../author-profiling/train data/voice scores/Reichardt,_Louise/12_Gesänge/09_Der_Spinnerin_Nachtlied/lc5001937.mid_voice_type0.mid"
"Le_Beau,_Luise_Adolpha/5_Lieder,_Op.7/4_Die_Alpenrose",Die Alpenrose,5106653,"Le_Beau,_Luise_Adolpha",Luise Adolpha Le Beau,Female,German composer,2,7,"../Lieder/scores/Le_Beau,_Luise_Adolpha/5_Lieder,_Op.7/4_Die_Alpenrose/lc6577118.mid","['voice', 'piano', 'piano']",True,"['../../author-profiling/train data/voice scores/Le_Beau,_Luise_Adolpha/5_Lieder,_Op.7/4_Die_Alpenrose/lc6577118.mid_voice.mid']","../../author-profiling/train data/voice scores/Le_Beau,_Luise_Adolpha/5_Lieder,_Op.7/4_Die_Alpenrose/lc6577118.mid_voice_type0.mid"
"Coleridge-Taylor,_Samuel/6_Sorrow_Songs,_Op.57/1_Oh_what_comes_over_the_Sea",Oh what comes over the Sea,5103497,"Coleridge-Taylor,_Samuel",Samuel Coleridge-Taylor,Male,English composer and conductor,2,8,"../Lieder/scores/Coleridge-Taylor,_Samuel/6_Sorrow_Songs,_Op.57/1_Oh_what_comes_over_the_Sea/lc6189652.mid","['voice', 'piano', 'piano']",True,"['../../author-profiling/train data/voice scores/Coleridge-Taylor,_Samuel/6_Sorrow_Songs,_Op.57/1_Oh_what_comes_over_the_Sea/lc6189652.mid_voice.mid']","../../author-profiling/train data/voice scores/Coleridge-Taylor,_Samuel/6_Sorrow_Songs,_Op.57/1_Oh_what_comes_over_the_Sea/lc6189652.mid_voice_type0.mid"
"Viardot,_Pauline/_/Scène_d’Hermione,_VWV_1007","Scène d’Hermione, VWV 1007",5106660,"Viardot,_Pauline",Pauline Viardot,Female,French mezzo-soprano and composer,3,21,"../Lieder/scores/Viardot,_Pauline/_/Scène_d’Hermione,_VWV_1007/lc6582062.mid","['voice', 'piano', 'piano']",True,"['../../author-profiling/train data/voice scores/Viardot,_Pauline/_/Scène_d’Hermione,_VWV_1007/lc6582062.mid_voice.mid']","../../author-profiling/train data/voice scores/Viardot,_Pauline/_/Scène_d’Hermione,_VWV_1007/lc6582062.mid_voice_type0.mid"
"Fauré,_Gabriel/Cinq_Mélodies,_Op.58/2_En_sourdine",En sourdine,5099424,"Fauré,_Gabriel",Gabriel Fauré,Male,"French composer, organist, pianist and teacher",3,12,"../Lieder/scores/Fauré,_Gabriel/Cinq_Mélodies,_Op.58/2_En_sourdine/lc5626070.mid","['voice', 'piano', 'piano']",True,"['../../author-profiling/train data/voice scores/Fauré,_Gabriel/Cinq_Mélodies,_Op.58/2_En_sourdine/lc5626070.mid_voice.mid']","../../author-profiling/train data/voice scores/Fauré,_Gabriel/Cinq_Mélodies,_Op.58/2_En_sourdine/lc5626070.mid_voice_type0.mid"
"Jaëll,_Marie/La_mer/2_Causeries_de_vagues",Causeries de vagues,5103215,"Jaëll,_Marie",Marie Jaëll,Female,French composer,3,17,"../Lieder/scores/Jaëll,_Marie/La_mer/2_Causeries_de_vagues/lc6156388.mid","['voice', 'piano', 'piano']",True,"['../../author-profiling/train data/voice scores/Jaëll,_Marie/La_mer/2_Causeries_de_vagues/lc6156388.mid_voice.mid']","../../author-profiling/train data/voice scores/Jaëll,_Marie/La_mer/2_Causeries_de_vagues/lc6156388.mid_voice_type0.mid"
"Jaëll,_Marie/La_mer/6_Larmes",Larmes,5103215,"Jaëll,_Marie",Marie Jaëll,Female,French composer,3,17,"../Lieder/scores/Jaëll,_Marie/La_mer/6_Larmes/lc6157363.mid","['voice', 'piano', 'piano']",True,"['../../author-profiling/train data/voice scores/Jaëll,_Marie/La_mer/6_Larmes/lc6157363.mid_voice.mid']","../../author-profiling/train data/voice scores/Jaëll,_Marie/La_mer/6_Larmes/lc6157363.mid_voice_type0.mid"
"Mackenzie,_Alexander/_/One_who_never_turned_his_back",One who never turned his back,5105990,"Mackenzie,_Alexander",Alexander Mackenzie,Male,Scottish conductor and composer,3,8,"../Lieder/scores/Mackenzie,_Alexander/_/One_who_never_turned_his_back/lc6499366.mid","['voice', 'piano', 'piano']",True,"['../../author-profiling/train data/voice scores/Mackenzie,_Alexander/_/One_who_never_turned_his_back/lc6499366.mid_voice.mid']","../../author-profiling/train data/voice scores/Mackenzie,_Alexander/_/One_who_never_turned_his_back/lc6499366.mid_voice_type0.mid"
"Brahms,_Johannes/8_Lieder_und_Gesänge,_Op.57/7_Die_Schnur,_die_Perl_an_Perle","Die Schnur, die Perl an Perle",5033060,"Brahms,_Johannes",Johannes Brahms,Male,German composer and pianist,18,110,"../Lieder/scores/Brahms,_Johannes/8_Lieder_und_Gesänge,_Op.57/7_Die_Schnur,_die_Perl_an_Perle/lc5071678.mid","['other', 'piano', 'piano']",True,"['../../author-profiling/train data/voice scores/Brahms,_Johannes/8_Lieder_und_Gesänge,_Op.57/7_Die_Schnur,_die_Perl_an_Perle/lc5071678.mid_voice.mid']","../../author-profiling/train data/voice scores/Brahms,_Johannes/8_Lieder_und_Gesänge,_Op.57/7_Die_Schnur,_die_Perl_an_Perle/lc5071678.mid_voice_type0.mid"
"Hensel,_Fanny_(Mendelssohn)/Gartenlieder,_Op.3/2_Schöne_Fremde",Schöne Fremde,5102133,"Hensel,_Fanny_(Mendelssohn)",Fanny Mendelssohn,Female,German pianist and composer,7,35,"../Lieder/scores/Hensel,_Fanny_(Mendelssohn)/Gartenlieder,_Op.3/2_Schöne_Fremde/lc6023075.mid","['voice', 'other', 'voice', 'voice']",False,"['../../author-profiling/train data/voice scores/Hensel,_Fanny_(Mendelssohn)/Gartenlieder,_Op.3/2_Schöne_Fremde/lc6023075.mid_voice.mid']","../../author-profiling/train data/voice scores/Hensel,_Fanny_(Mendelssohn)/Gartenlieder,_Op.3/2_Schöne_Fremde/lc6023075.mid_voice_type0.mid"
"Gurney,_Ivor/5_Elizabethan_Songs/5_Spring",Spring,5102696,"Gurney,_Ivor",Ivor Gurney,Male,British composer and poet,2,6,"../Lieder/scores/Gurney,_Ivor/5_Elizabethan_Songs/5_Spring/lc6164234.mid","['voice', 'piano', 'piano']",True,"['../../author-profiling/train data/voice scores/Gurney,_Ivor/5_Elizabethan_Songs/5_Spring/lc6164234.mid_voice.mid']","../../author-profiling/train data/voice scores/Gurney,_Ivor/5_Elizabethan_Songs/5_Spring/lc6164234.mid_voice_type0.mid"
"Brahms,_Johannes/8_Lieder_and_Romances,_Op.14/2_Vom_verwundeten_Knaben",Vom verwundeten Knaben,5096871,"Brahms,_Johannes",Johannes Brahms,Male,German composer and pianist,18,110,"../Lieder/scores/Brahms,_Johannes/8_Lieder_and_Romances,_Op.14/2_Vom_verwundeten_Knaben/lc5695728.mid","['voice', 'piano', 'piano']",True,"['../../author-profiling/train data/voice scores/Brahms,_Johannes/8_Lieder_and_Romances,_Op.14/2_Vom_verwundeten_Knaben/lc5695728.mid_voice.mid']","../../author-profiling/train data/voice scores/Brahms,_Johannes/8_Lieder_and_Romances,_Op.14/2_Vom_verwundeten_Knaben/lc5695728.mid_voice_type0.mid"
"Chabrier,_Emmanuel/_/Chanson_pour_Jeanne",Chanson pour Jeanne,5100086,"Chabrier,_Emmanuel",Emmanuel Chabrier,Male,French Romantic composer and pianist,1,3,"../Lieder/scores/Chabrier,_Emmanuel/_/Chanson_pour_Jeanne/lc6497657.mid","['voice', 'piano', 'piano']",True,"['../../author-profiling/train data/voice scores/Chabrier,_Emmanuel/_/Chanson_pour_Jeanne/lc6497657.mid_voice.mid']","../../author-profiling/train data/voice scores/Chabrier,_Emmanuel/_/Chanson_pour_Jeanne/lc6497657.mid_voice_type0.mid"
"Zumsteeg,_Emilie/5_Lieder/2_Der_Geburtstag",Der Geburtstag,5103253,"Zumsteeg,_Emilie",Emilie Zumsteeg,Female,"German composer, music teacher, choir conductor, singer and pianist",2,11,"../Lieder/scores/Zumsteeg,_Emilie/5_Lieder/2_Der_Geburtstag/lc6158825.mid","['voice', 'other']",False,"['../../author-profiling/train data/voice scores/Zumsteeg,_Emilie/5_Lieder/2_Der_Geburtstag/lc6158825.mid_voice.mid']","../../author-profiling/train data/voice scores/Zumsteeg,_Emilie/5_Lieder/2_Der_Geburtstag/lc6158825.mid_voice_type0.mid"
"Lehmann,_Liza/5_Little_Love_Songs/3_Just_a_multitude_of_curls",Just a multitude of curls,5103710,"Lehmann,_Liza",Liza Lehmann,Female,English operatic soprano and composer,5,29,"../Lieder/scores/Lehmann,_Liza/5_Little_Love_Songs/3_Just_a_multitude_of_curls/lc6209605.mid","['voice', 'piano', 'piano']",True,"['../../author-profiling/train data/voice scores/Lehmann,_Liza/5_Little_Love_Songs/3_Just_a_multitude_of_curls/lc6209605.mid_voice.mid']","../../author-profiling/train data/voice scores/Lehmann,_Liza/5_Little_Love_Songs/3_Just_a_multitude_of_curls/lc6209605.mid_voice_type0.mid"
"Warlock,_Peter/Peterisms,_Set_2/3_Lusty_Juventus",Lusty Juventus,5103530,"Warlock,_Peter",Peter Warlock,Male,British composer and music critic,4,22,"../Lieder/scores/Warlock,_Peter/Peterisms,_Set_2/3_Lusty_Juventus/lc6447910.mid","['voice', 'piano', 'piano']",True,"['../../author-profiling/train data/voice scores/Warlock,_Peter/Peterisms,_Set_2/3_Lusty_Juventus/lc6447910.mid_voice.mid']","../../author-profiling/train data/voice scores/Warlock,_Peter/Peterisms,_Set_2/3_Lusty_Juventus/lc6447910.mid_voice_type0.mid"
"Davies,_Walford/8_New_Nursery_Rhymes,_Op.23/7_An_old_Cradle_Song",An old Cradle Song,5103573,"Davies,_Walford",Walford Davies,Male,British composer,1,8,"../Lieder/scores/Davies,_Walford/8_New_Nursery_Rhymes,_Op.23/7_An_old_Cradle_Song/lc6218740.mid","['voice', 'other', 'voice', 'voice', 'piano', 'piano']",True,"['../../author-profiling/train data/voice scores/Davies,_Walford/8_New_Nursery_Rhymes,_Op.23/7_An_old_Cradle_Song/lc6218740.mid_voice.mid']","../../author-profiling/train data/voice scores/Davies,_Walford/8_New_Nursery_Rhymes,_Op.23/7_An_old_Cradle_Song/lc6218740.mid_voice_type0.mid"
"Elgar,_Edward/7_Lieder/4_The_Poet’s_Life",The Poet’s Life,5103577,"Elgar,_Edward",Edward Elgar,Male,English composer,3,10,"../Lieder/scores/Elgar,_Edward/7_Lieder/4_The_Poet’s_Life/lc6236152.mid","['voice', 'piano', 'piano']",True,"['../../author-profiling/train data/voice scores/Elgar,_Edward/7_Lieder/4_The_Poet’s_Life/lc6236152.mid_voice.mid']","../../author-profiling/train data/voice scores/Elgar,_Edward/7_Lieder/4_The_Poet’s_Life/lc6236152.mid_voice_type0.mid"
"Viardot,_Pauline/6_Mélodies,_VWV_1133-11371176/3_Ici-bas_tous_les_lilas_meurent,_VWV_1176","Ici-bas tous les lilas meurent, VWV 1176",5101686,"Viardot,_Pauline",Pauline Viardot,Female,French mezzo-soprano and composer,3,21,"../Lieder/scores/Viardot,_Pauline/6_Mélodies,_VWV_1133-11371176/3_Ici-bas_tous_les_lilas_meurent,_VWV_1176/lc5979580.mid","['voice', 'piano', 'piano']",True,"['../../author-profiling/train data/voice scores/Viardot,_Pauline/6_Mélodies,_VWV_1133-11371176/3_Ici-bas_tous_les_lilas_meurent,_VWV_1176/lc5979580.mid_voice.mid']","../../author-profiling/train data/voice scores/Viardot,_Pauline/6_Mélodies,_VWV_1133-11371176/3_Ici-bas_tous_les_lilas_meurent,_VWV_1176/lc5979580.mid_voice_type0.mid"
"Reichardt,_Louise/12_Gesänge/04_Vaters_Klage",Vaters Klage,5001873,"Reichardt,_Louise",Louise Reichardt,Female,German composer,4,43,"../Lieder/scores/Reichardt,_Louise/12_Gesänge/04_Vaters_Klage/lc5001870.mid","['voice', 'piano', 'piano']",True,"['../../author-profiling/train data/voice scores/Reichardt,_Louise/12_Gesänge/04_Vaters_Klage/lc5001870.mid_voice.mid']","../../author-profiling/train data/voice scores/Reichardt,_Louise/12_Gesänge/04_Vaters_Klage/lc5001870.mid_voice_type0.mid"
"Lehmann,_Liza/Songs_of_a_“Flapper”/3_My_sister_Nell",My sister Nell,5106654,"Lehmann,_Liza",Liza Lehmann,Female,English operatic soprano and composer,5,29,"../Lieder/scores/Lehmann,_Liza/Songs_of_a_“Flapper”/3_My_sister_Nell/lc6753345.mid","['voice', 'piano', 'piano']",True,"['../../author-profiling/train data/voice scores/Lehmann,_Liza/Songs_of_a_“Flapper”/3_My_sister_Nell/lc6753345.mid_voice.mid']","../../author-profiling/train data/voice scores/Lehmann,_Liza/Songs_of_a_“Flapper”/3_My_sister_Nell/lc6753345.mid_voice_type0.mid"
"Kinkel,_Johanna/3_Duetten,_Op.11/3_Der_Seejungfern_Gesang",Der Seejungfern Gesang,5103000,"Kinkel,_Johanna",Johanna Kinkel,Female,"German composer and author, editor",8,45,"../Lieder/scores/Kinkel,_Johanna/3_Duetten,_Op.11/3_Der_Seejungfern_Gesang/lc6125479.mid","['voice', 'other', 'piano', 'piano']",True,"['../../author-profiling/train data/voice scores/Kinkel,_Johanna/3_Duetten,_Op.11/3_Der_Seejungfern_Gesang/lc6125479.mid_voice.mid']","../../author-profiling/train data/voice scores/Kinkel,_Johanna/3_Duetten,_Op.11/3_Der_Seejungfern_Gesang/lc6125479.mid_voice_type0.mid"
"Chausson,_Ernest/7_Mélodies,_Op.2/6_Hébé",Hébé,5077648,"Chausson,_Ernest",Ernest Chausson,Male,French composer,2,12,"../Lieder/scores/Chausson,_Ernest/7_Mélodies,_Op.2/6_Hébé/lc5161599.mid","['voice', 'piano', 'piano']",True,"['../../author-profiling/train data/voice scores/Chausson,_Ernest/7_Mélodies,_Op.2/6_Hébé/lc5161599.mid_voice.mid']","../../author-profiling/train data/voice scores/Chausson,_Ernest/7_Mélodies,_Op.2/6_Hébé/lc5161599.mid_voice_type0.mid"
"Hensel,_Fanny_(Mendelssohn)/3_Lieder/3_Die_Nonne",Die Nonne,5102031,"Hensel,_Fanny_(Mendelssohn)",Fanny Mendelssohn,Female,German pianist and composer,7,35,"../Lieder/scores/Hensel,_Fanny_(Mendelssohn)/3_Lieder/3_Die_Nonne/lc6013171.mid","['voice', 'piano', 'piano']",True,"['../../author-profiling/train data/voice scores/Hensel,_Fanny_(Mendelssohn)/3_Lieder/3_Die_Nonne/lc6013171.mid_voice.mid']","../../author-profiling/train data/voice scores/Hensel,_Fanny_(Mendelssohn)/3_Lieder/3_Die_Nonne/lc6013171.mid_voice_type0.mid"
